text,Target
@LloydsBank 2 days running I have been told my refund due and two days running no refund… not acceptable,0
@HalifaxBank Are there issues with the app? It's telling me hours later about DD's going through or money going into my account when it use to be more or less instant.,0
"Nevermind - it seems I actually have to order another physical card to even see my address.
@RevolutApp, your UI is rubbish and I hate it. Please stop trying to sell me shit and just let me manage the account I already have or I will end up ditching you entirely.",0
"@BarclaysUK @BarclaysBizChat Hey me again. Trying to organise a bank card for a colleague and the guy on the phone said we could only do it in person in a branch with all our  ID. Got to the branch, apparently we can’t do it in the branch, it can only be done online! What gives?",0
"Hi @santanderukhelp 

I received this text today. Is it from you? 

SANTAN-SECURE: A transaction has been attempted on 02/03 at 15:14. If this was not you, proceed at: https://t.co/Ckr1diPJjd",0
@LaurenDouglin @NatWest_Help Natwest will ask you to verify using the app or online banking. Also it's always worth googling the number and it's a dodgy one.,0
@HalifaxBank  I want to transfer money to support #Ukraine. Are you able to help me how I do this please as this link is confusing me https://t.co/AliulQuCzl,0
"And we are also being threatened by sending messages through Twitter and we are being asked for money. And we have also been sent the account number from this girl's side and you can see below.
@Uppolice @Cyberdost @NatWest_Int @NatWest_Help @CyberProtectUK @AlishaKindness https://t.co/NsRZ9LDeVr",0
"@RevolutApp I have been trying to contact you guys through the app chat about Free Lounge Pass when flight delay more than 1 hour, my request still been ignored. You guys can’t generate the pass and then keep on changing the agent and over one week now, still no updates about reimbursement.",0
@HalifaxBank You blocked my card online,0
"@santanderukhelp It was saying oops something went wrong when logging in, I’ve just logged in via my iPad and done what I’ve needed to do thankfully.",0
"@santanderukhelp Still not great thou still getting more damage, I’ve been advised 3 days for a phone call, currently on 10 days..",0
"@TSB I am not able to login to NetBanking. Spoke to customer support and recreated login id. It works only once. Next time when you try it says Id or password is incorrect. Thank God I have my mobile banking up and running, but real shame that both don't work.",0
@RevolutApp Any plans on allowing users to buy Ukrainian war bonds that were issued on your platform?,0
"@maxkarpis @RevolutApp ……abhorrent. I am horrified and appalled at its impact, and I add my voice to those around the world calling for an immediate end to the fighting, and a commitment to diplomatic solutions."" He calls it a war and says nothing about Putin. Boycott Revolting",0
@RevolutApp Russian capital!!!!!!!!! Do not advertise in Europe please.,0
@NatWest_Help I’m concerned that my HTB isa allowed me to add more than £200 last month. It’s done this before as well by accident and I’m not sure why it’s letting me do this,0
@HalifaxBank No chance.. I’m not going on hold for 1 hour 20 again..I’m going to change banks,0
"Branch Customer Service Consultant vacancy with @TSB in Chatham. 

Info/Apply: https://t.co/Er31WMeTsP 

#BankingJobs #KentJobs #MedwayJobs https://t.co/2iJiOMzEgH",1
"@RevolutApp Please Reply My Message
Is revolut Working in Pakistan?",0
@HSBC_UK I find it absolutely ridiculous that you make it so difficult to make a credit card payment using a non-HSBC bank account. Utterly silly in this day and age - rang the helpline multiple times and still no use. Will be leaving once bill paid.,0
@eileentso @ginadav @byayeshajaved @TIME @olivia_harris @AnneBoden @NStoronsky @MayorofLondon @hmtreasury @ShampaRoyMukhe3 @TCVTech @simonschmincke @creandum @SadiqKhan @businesslondon @RevolutApp @StarlingBank @monzo @GoCardless How about how London and partners are making London the pollution capital of the world,0
@NatWest_Help you obviously don’t won’t my wife business. We have called your help line only to be cut off. Been in the branch twice and been told to make a complaint. Thanks for wasting 5 weeks of our lives keeping us hanging about. Thanks for nothing,0
"@santanderukhelp You have blocked access to my account, got a message to call a number but the lines are closed",0
"@NatWest_Help @NatWestGroup @NatWestBusiness I don’t know the right place to @ &amp; I’d love to @ Alison Rose too! Today I received THE best help from a lady called Pam on your call centre. So good in fact, I cried. Be more Pam ❤️ You have no idea the difference it made 🙏🏼",1
"@RevolutApp  why can't i add funds to my account?  I can add £10, but not £100??  Does anyone use this card successfully?",0
"@BarclaysUK Just buy #bitcoin. No counterparty risk, self custodial and no taxes.",0
@NatWest_Help @NatWest_Help been waiting all day for a call back. Honestly what ever happened to customer service at Natwest.,0
Between @TMIrelandHelp &amp; @LloydsBank someone has my £333. neither company want to admit to this although Lloyds can provide me with proof that this money never hit my bank account AND can view the attempted transaction as they SENT IT BACK to ticketmaster.,0
@TSB  why are you declining my card payments to my Revolut app ?,0
"The fact that @LloydsBank as a bank has been happy to see me out of pocket, and for all they know I could be desperate for that money is disgusting. I would HATE for any of their customers to be struggling to put food on the table just bc Lloyds don’t care about their customers.",0
"When I told @LloydsBank that I’m so disappointed and angry with the customer service I’ve received (or should I say lack of) and am now thinking of moving banks I got told “okay then you do that” great attitude to have, sure that’s great for business!",0
"@LloydsBank @TMIrelandHelp contacted ticketmaster yourselves (so pointless having a disputes team if I AM doing the work for your team!). 

I have provided the dispute team with countless emails from @TMIrelandHelp insisting I need to contact my bank to get my money back.",0
AVOID BOTH @LloydsBank @TMIrelandHelp as neither will ever help you if you have any issues. https://t.co/xYII37AlQK,0
@LloydsBank @TMIrelandHelp I can provide you @LloydsBank with my dispute case reference number. I can also provide all emails on here if you need further proof for my claim.,0
@wardell_adam @BarclaysUK Did you get an answer Adam?  I’ve not had my blue reward either &amp; same with many ppl I know with Barclays acct,0
Business Specialist F/T @HSBC_UK #Sutton https://t.co/W7fRIRlI9a #Jobs #CommercialBanking #Banking #Banker #FinancialServices #FinanceJobs #SM1Jobs #SuttonJobs closes 16th March,1
"@LloydsBank @harry_zim stayed tuned, the STOLEN £333 saga is continuing right in front of our eyes.",0
"@LloydsBank one of you two has it. @LloydsBank can confirm to me that I HAVE NOT got the money. @LloydsBank can confirm that I WAS sent £333 to my expired card credentials. 

yet months later I am still without my £333 and have lost sleep, time, energy and tears over this.",0
@MrsB_RE @NandosUK @NatWest_Help I’m just hungry ok,0
@HalifaxBank hi the online banking app cannot find my account when i try to reset my password.,0
"@HalifaxBank hello I thought you are helping us with the corona around etc however you cut by £100 my credit card because ib your opinion I don't spent the money according to your rules £100 ir wont make any difference why? this is not help,",0
@LloydsBank @JohannaO_ Still appalling wait times from lloyds bank. Trying to register fraud with them and an hours wait time?!,0
@BarclaysUK Racist bank,0
@fabiliciousx @santanderukhelp You looking very beautiful 😍,1
"@HalifaxBank I already have and the answer I got was they didn't have evidence, they ask for receipt I don't have one but it shows on my credit card statenment that's a receipt the website was a fake one they got the money no email none of that and Halifax thinks it's ok to help the fraud not",0
"@Mai_DeFi @KyberNetwork @CoinMarketCap @coinbase @binance @RevolutApp @The_MeMeDAO will invest in tokens with potential, and then divide the investment profits to eliminate the gap between the rich and the poor. you deserve it",0
@LloydsBank My letting agency called Prime Lets London Ltd. Are they reputable?,0
@monzo my card keeps getting declined with online payments,0
"@LynnSarasqueta @RevolutApp @revolutapp_us @NStoronsky @RevolutInsider @Le_Figaro @thetimes @SunNews @BFMTV_Inside @le_Parisien @BBC @Metro @DailyMailUK @DailyMail @guardiannews @FinancialTimes @lemondefr Thank you for the help, I'm living a nightmare with this ""company""",0
"The Chief Executive Officer of a digital banking app @RevolutApp Nikolay Storonsky has condemned the Russian invasion of Ukraine and will donate to charity.

#revolut #nikolaystoronsky #Russia #Ukraine #donation,

https://t.co/YfQKHaWPNZ",0
"@LloydsBank Hi Gavin, thanks.

I am not enquiring about representative access, instead I wanted to find out how to report that she isn't able to control her own finances anymore due to dementia. I feel the account should be checked for fraud/theft of assets by her daughter. There is no LPA.",0
"@LloydsBank 2/2 I have no communication with my Sister any more, hence my tweets.

I wonder whether you have heard of similar situations to mine?

Thanks again.",0
@RevolutApp had the nerve to tell me to contact on @facebookapp @Twitter @instagram on @LinkedIn KNOWING I have been and I’ve been ignored and they mention this word called “help” without ever actually providing anything of that nature! SEE.. https://t.co/qbSsArMyGc,0
@HalifaxBank Received an email advising I have a new message to be read online. However as my account has been closed I cannot log in. When will you update your records to overcome these issues please?,0
@monzo Do l get charged on cash withdrawals when abroad?and do l have to notify when travelling?,0
"@HalifaxBank Un-installing and re-installing seems to have worked, surprisingly. I did in the past attempt to use mobile data but that did not work, unlike the aforementioned. I’ll notify if this state does not last.",0
@bigguns79 @HSBC_UK @HSBC @garyvee Barclays is absolutely fine been using them for 7 years. Pair this with a regulated exchange that follows stringent aml and KYC and you’ll likely never have a problem. Industry low fees and 24/7 live support to boot ain’t bad https://t.co/j4AhC87FKM,1
"@HSBC_UK OTPs not working? Tried 3 times last night, didn't get a single text. Yes my phone number is correct. Need to pay removal services urgently!",0
"Hey @RevolutApp please help me out. I have an account in queue, which was registered when I was in Uzbekistan, however now I am in Poland, and when I try to register, I always get the message that the data I entered corresponds to the data of the other account. Can't contact you",0
"#OnThisDay - 3 March 1926, the Albert Hall on #Colchester High Street (now @CooperativeBank) and Grade ll listed,  opened as an Art Gallery. It had been built in 1845 by Raphael Brandon as a Corn Exchange.

More:

https://t.co/jiXUsfJLek https://t.co/TeybfNjIMj",1
"📢 @thefintechtimes picked out the TOP #fintech jobs right now. Take a look!
💡Communication &amp; Content Manager at @ZeroHashX 
💡Senior Finance Analyst at @freetrade
💡Head of Risk &amp; Controls at @StarlingBank
Interested? 👀 Read more in our latest edition👇https://t.co/IOorsmq1Sz https://t.co/JGpiDyb2js",1
"@RevolutApp To my horror, without explanation, they closed my account and with the remaining of my the money that was in my account they sent it to the fraudsters that scammed me. They neve even asked me 1 single question during their investigation? I desperate need money back😤",0
@HSBC_UK big thank you to Raj in your Solihull branch who was incredibly helpful yesterday at resolving an issue for me yesterday. Sadly not had the same experience from HSBC customer service but Raj was amazing and went over and above to help!,1
@RevolutApp Owned by Russians so bye bye,0
"@monzo, I wasn't aware you'd branched out into interior decor! https://t.co/IPdnSyZGQY",1
@RevolutApp  can you please add a setting to stop the email notifications anytime I send a money to a bank?!,0
@RevolutApp thanks,1
@RevolutApp I’m currently one of your customers but do worry about the security of my money bearing in mind Russian sanctions,0
"I know not many of you will see this but be wary of @LloydsBank home insurance with home emergency cover , thier contractor @CET_UK are absolutely shocking, in fact they are appalling,  atrocious and i can't find how many bad words if use to describe this company https://t.co/Sl2b8wk48i",0
@HalifaxBank Only if confirmed as fake following investigation. If so then I will get £10 replacement. They didn't actually say I will get my £10 back if it turns out not to be fake come to think of it. It was Bearwood branch.,0
@santanderukhelp Team. Really need to get your Cust.Serv situation sorted. 60min on hold Sunday to be told that my request wasn’t possible on a Sunday. On hold again today 30min to be told your systems are down.  Please please invest in call-back tech - customers will thank you!,0
@HSBC_UK @HSBC After I made a relitively large transfer I was unable to login to my account but it didn't said I'm locked or any information but just showing an error message to try again later. I tried to call you guys but it just hangup on me after me waiting 8min in queue. https://t.co/TTQi1kTF63,0
"@LloydsBank Well that's bollocks or should have a caveat: if we can take your house if it all goes Pete Tong, we will happily be by your side.",0
Can you imagine if @monzo had a phone line? You’d get placed on hold and transferred after every other sentence!,0
"@santanderukhelp Hmm.  I’ve now had a letter essentially repeating the same thing:  phone 0800 085 1379 or   my accounts get ‘restricted’.  Letter has all the letter headings, a customer ref number etc &amp; envelope looks legit https://t.co/wpG97sxT2r",0
@HSBC_UK @HSBC_UK my partner has been trying to contact you for the past hour with no reply. Waiting for two months for a credit card with minimal updates or help. Your service has been nothing short of terrible,0
@BarclaysUK I think that promoting Apple products should penalise your own ESG score.,0
"@StarlingBank There is no “Menu” button top right though, take a look …",0
@HalifaxBank maybe help this man with his credit card as he gave you free publicity on @BBCRadioFive for his wonderful charitable acts helping people trying to flee 🇺🇦 @jaseman38,1
@CooperativeBank They left a voicemail saying it was anti fraud,0
"@santanderukhelp I just want to update my direct debit to pay my Santander mortgage from my *brand new* Santander current account. But alas. Can’t do it in online banking, I have to call up. But “systems are down right now” #sadface",0
"@CooperativeBank Hi Dan, I just want to know if the number genuinely is yourselves or if it’s a scam, could you clarify that please?",0
"@sadiealconleig @AskNationwide @Barclays @LloydsBank @HSBC_UK @HalifaxBank Hi there!

It's great to hear that your son has been doing such great saving to treat himself with some online purchases! 💰

If you would like to send us a DM we can have a look at some available options to get him sorted! ~ Nicole

https://t.co/BbmcXsMXyM",1
@RevolutApp is there a way to add a referral after the fact? I forgot to sign up through my partner's so they got money which was the entire reason I wanted the account in the first place.,0
"@santanderukhelp Has been over a month since I sent a letter and I haven’t heard anything back, can you advise?",0
"@LloydsBank your customer service is poor. 50 min to speak to an advisor, 15 min for identification, all that to say he is not the right person to speak to... this was the number indicated on your mobile app for this sort of request. Pathetic",0
"Vlad Yatsenko, Ukrainian co-founder &amp; CTO of Revolut addressed misinformation that is being spread on social media.
""Revolut is a British fintech, and has no relation to Russian government!""
@vyatsenko @RevolutApp @alanchanguk 
https://t.co/qujIImjj6z https://t.co/Yz9QWmcuHa",1
@HalifaxBank are you experiencing issues with the clarity credit card? Payments abroad seem not be going through and the app is saying technical error 401,0
@CooperativeBank It’s saying to check internet connection and try again but my internet connection is fine. I also turned the wifi off and tried again but still nothing.,0
@RevolutApp Pay 1.5-2% fee per transaction and be unable to transfer out of revolut to a wallet unless you buy bitcoin. It needs to improve guys. The current offering isn’t adequate or fit for purpose.,0
@CooperativeBank I haven’t tried that (it takes so long to log on that I don’t use it very often!)!,0
Victory! @CooperativeBank glad you have seen sense. Stop stealing “architect” from those legally allowed to use it and who’ve spent 7 years training to get to this level of professionalism. https://t.co/jwjODS6qZv,0
@LloydsBank @billyblue513 I’ve had technical issues coming on my app all morning and it won’t update,0
@HalifaxBank They have done this. Please explain what additional purpose it will serve for me to go into branch again.,0
".@RevolutApp  expands payroll tools to business customers
https://t.co/f7TmOOZbjX",1
@CooperativeBank You too. 🥰,1
@NatWest_Help Your phone and live chat services are hopeless today. Is there a way to contact you that doesn't involve waiting for 30+ minutes?,0
@CooperativeBank Have done and can’t get past “get started” defo a server issue!,0
@markmoorman91 @RevolutApp This was in regards to CEO's post. It was a PR stunt.,0
"Without nature, what's left? @oneminutebriefs - Create posters that bring together the nature within the logos &amp; badges of brands &amp; sports teams to support the #WorldWithoutNature campaign with @WWF for #WorldWildlifeDay @GOoutdoors @LloydsBank @Lyle_and_Scott https://t.co/kMVFOIxDr3",1
@monzo In-app chat isn’t a functionality that shows up either,0
@BarclaysUK Now is not the time Barclays.  Tell us what you are doing to impose sanctions. We don’t need another Barclays PR disaster.,0
@StarlingBank So I messaged once asking a question which I’m still waiting for an answer is this the type of customer service I should expect if I transfer my account to you?,0
"RT @FinTech_Futures https://t.co/qF9FfF0Vq9 .@TSB strengthens relationship with cloud intel firm @Dynatrace in digitisation push

Dynatrace provides software intelligence to simplify cloud complexity and accelerate digital transformation.",1
"@HSBC_UK Till now I didn't send any email
This card is private not for business
Thanks",0
@LloydsBank I have a new credit card. How can i work out what the minimum payment will be? and how can i tell what date the statement will be on?,0
"@NatWest_Help Hi Emma, thanks but I just have it another try before I messaged you and it’s worked this time 😁 Thanks for responding though.",0
@RevolutApp I do not have an account with Revolut anymore but need to speak to a person can you please send me a dm,0
Yesterday questions were asked  @SheffCouncil Meeting @PondsForge. They currently use Climate Criminal @BarclaysUK for their banking services. Contract is up for review. We're in a #ClimateEmergency - choose an #ethical &amp; #sustainable bank. @mcdonald_cate @XRShef @1MollyWilliams https://t.co/9ZR7LaJrKn,0
@RevolutApp Done,0
@ben_hulett @StarlingBank Good twitter use Ben!,1
"@HalifaxBank Stephen, Nobody in your team know, to whom to transfer next. I spoke to 7 different people.",0
"@RevolutApp urgent. I’ve been 2993 in the queue for a couple of days now, I’ve sent my invite to my friends and they’ve registered as well, but it didn’t bump me in queue. And I’ve already got money sent to me, which I cannot receive. https://t.co/Ojj5EyzGgN",0
"@CooperativeBank For a few days now my mum hasn't been able to find out what her balance is over the phone - she gets as far as putting in her Sort Code, but then it transfers her to the call centre. She's only got her mobile &amp; doesn't want to use up all her credit on waiting.",0
@LloydsBank I did reply back but had no response. Luckily I managed to get the issue resolved with the company in question.,1
@RevolutApp Sure,1
@x__chxo @JeniAGill @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS I’ve checked both my baking app and the website online and there’s nothing. No emails either! I’ve logged onto my Ticketmaster account and there’s nothing on there either. So stressed 😅🤣,0
@RevolutApp We will not support companies associated with the Russian government and with war criminals in the territory of Ukraine! 🇺🇦🤘,0
"@TSB approve payments keeps coming up with an error, need to sort this please. Have tried 3 separate times in last hour",0
"@HSBC_UK Ah I see. I phoned earlier and set it up, so will it be available to set up once I receive it via post? I thought as I had set it it might have been available instantly",1
"@HSBC_UK do you have any staff any more? Why do I pay banking charges if I cant talk to anyone?
Hello is there anybody there???????",0
"@AlexWindsor14 @RevolutApp One of the cofounders of a British company with a London HQ is Ukrainian, the other is a British citizen with a Ukrainian Father, born in Russia.  Which facts are you presenting or disputing?",0
"@LaaurenCunniff @x__chxo @amylouisa543 @JeniAGill @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS I’ve just checked actually, it’s not a direct debit or a recurring card payment, it’s just a payment that comes out every month🤦🏼‍♀️🤦🏼‍♀️",0
"@LloydsBank Yep, branch closed here too. 50 years and poof it was gone.",0
"@JeniAGill @x__chxo @LaaurenCunniff @amylouisa543 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS I’m just stressed at this point. Be alright if it was just my ticket, but I have mine plus 5 other peoples on my shoulders. That’s over half the ticket paid each coz I got them the very first time round. I ain’t got that kind of money to pay them back so who’s gonna sort it?",0
"@santanderukhelp I bank notably with you I must add, and after more than an hour’s phone call I was advised to expedite my transaction with another provider because of issues your end - an embarrassment for you surely and I would like to escalate this.",0
"Russian-born @RevolutApp boss denounces war in Ukraine. ⚡️

Read here!

https://t.co/CNoezOnsDR

@NStoronsky

#fintech #russia #ukraine #banking #UKtech",1
@amylouisa543 @x__chxo @LaaurenCunniff @JeniAGill @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Yeah but VBV would text you with a code to confirm the payment…,0
@x__chxo @arayceehach @LaaurenCunniff @JeniAGill @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS My bank have said this https://t.co/rYM6iwV0m3,0
@RevolutApp Are you going to block #russia because of #Ukraine. Pick a side,0
@RevolutApp Can you release alpha version of your application asap in Ukraine? Would be great to have opportunity send money to families within a second.,0
@kellycakes8 @HSBC_UK Think HSBC’s systems get confused with people setting there new Digital Secure Key PIN’s and confused it with an old PSK. 🤦‍♂️,0
"@kellycakes8 @HSBC_UK I managed to fix this by phoning them (number on the back of your card) and asking them to deregister me for online banking. 

I then re-registered via the HSBC app and created new logon details and I was back in and haven’t had the issue since. 2/2",1
"@FionaIvisonx @HSBC_UK If you spoke to an agent and then went through the automated system to set on up yourself, then this is your new telephone security number. I had this same problem and was waiting for it to arrive but no, this is the number that the online registration asks you for (random digit)",0
"Nice one ⁦@RevolutApp⁩ !! 

Ukrainian donation matching https://t.co/JlUIWfFKRW",1
@LloydsBank please can someone get in touch regarding two factor authentication I’m so confused on how to approve a payment ?,0
@RevolutApp Hi. Can i use my revolut standard card in Pakistan ATM machines for money withdrawals.,0
"@HSBC_UK I wonder if you can help me.
I applied for a hsbc credit card through a company called totallymoney as they informed me I had a very good chance of being accepted, and was accepted.
I filled out the form stating I did not have an account, do I need one as I have the card",0
"It's still intense bigotry and quite illegal for the spiteful little people at @santanderukhelp to deny access to people based on their #disability, but at least I can now access my account. I can't fix bigots but those at Santander will reap as they have sewn. 🙏🙌😊",0
"@HSBC_UK I received a hsbc credit card through an eligibility checker but I do not have an account with hsbc.
How do I activate the card",0
"@StarlingBank I still don't understand why this is needed for paying at pump when none of these checks are needed to pay at the kiosk.  It's claimed that it's to stop people getting stressed and going overdrawn - but if you fill up your car and then pay at the kiosk, what happens?",0
@beckyhawkesx @arayceehach @x__chxo @JeniAGill @lottiemae2003 @LaaurenCunniff @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Hey Becky! Yeah we’ve all had the same. We’ve contacted our banks and they have said it’s an issue with Ticketmaster and Visa and not actually an issue with authorising payment with the bank,0
"UK engineering firms secures major offshore wind contract in Poland.

@UKEF
@HSBC_UK

#contract #OffshoreDesignEngineering #offshorewind #Poland #Renewableenergy #UK #UKEF

https://t.co/4GGQpwGZuA",1
"@beckyhawkesx @amylouisa543 @x__chxo @JeniAGill @lottiemae2003 @LaaurenCunniff @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Don’t even get started in this cycle girl, it’s not the bank it’s tickermaster basically😂😂 there’s nothing to authorise coz they haven’t taken it",0
"@LloydsBank I have found a bank card on a train belonging to one of your customers, can you advise what you would like done with it please",0
@HSBC_UK Sorted after a 50 minute wait,0
@StarlingBank Hi please can we have apple pay on the card ? It stops them losing the card 🙏🏼🙏🏼🙏🏼#starlingbank #bestbankever,0
@BarclaysUK Shhhh we are all broke,0
"@LaaurenCunniff @amylouisa543 @JeniAGill @arayceehach @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Just been to get my lashes done girls, do we have an update yet??",0
"I have been trying to open my @monzo bank account and have submitted my identity video multiple times but it fails. I do have an active internet connection but video still doesn’t get submitted. 

Anyone who can help?",0
"@Thimble99137638 @TSB O dear.

Its security.

My card bought a car in Nigeria .... that was spotted ...

If you say what will never buy ... I have no kids... I will never by a child related thing ...",0
@StarlingBank Do you offer a student bank account?,0
"@LloydsBank your online banking option to purchase travel money has not been working for over a week, even your own staff members are fed up with your incompetence. Sort it out please",0
@MattNavarra We love @cookywook behind @monzo's fab social media.,1
It was only last week with all the fiasco with @HSBC_UK but Jules and I are still traumatised by it all. We keep checking to see if everything is still ok with the account,0
@cheesemonst @RevolutApp And Corbyn?,0
@chase_uk Any timeline where we can do an account switch? E.G. @HSBC_UK to @chase_uk ? This is for a debit account by the way. cc: @ChaseSupportUK,0
@santanderukhelp Hi! I recently changed name via unenrolled deed poll and was wondering if that’s enough to change my name details with you or do I need other proof? Thanks!,0
If you have Revolut they will match your donation. Thanks @RevolutApp https://t.co/BkGWYsTxnN,1
"@dave_fincham @santanderuk @santanderukhelp @nthnorfolknews @EDP24 @BBCNorfolk Yes absolutely. My wife was scammed for nearly £2000 and the bank absolutely refused to do anything to help us. Worse than that, they virtually accused her of stupidly giving away her confidential details. Worst customer service in the UK.",0
@monzo please how do I chat you your representative on card issue?,0
@Alex_on_A14 @Thimble99137638 @TSB This is why it's wise to carry a bit of emergency cash at all times.,0
@santanderukhelp is mobile banking down at present says my account was blocked,0
"@RevolutApp Well, I cannot do it, the app keeps saying I'm on the waiting list, even tho a couple of my friends used the referral provided. It didn't bump me in line at all",0
@GalaBingo taken funds not added to my account... Also credited £20.07 not mine ... Won't help ..  also @TSB can't help without phonecall and I can't phone ... So one needs to get the funds back tonight have proof from both but neither helping much,0
@StarlingBank …but without the usual student perks?,0
"Brilliant customer service on the @BarclaysUK video call support today. First time I’ve used the video call system but I’d definitely do it again, really simple to connect and an efficient and trustworthy service.",1
@Uchiha_ryzo @StarlingBank @HMRCgovuk They are fraudulent! A month now and they haven’t given me my money !,0
@sheridan_webb @TSB @sheridan_webb OK. Send me the 'CX' support/case ref number so I can make sure you receive an update. ^OG,0
@amylouisa543 @arayceehach @LaaurenCunniff @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS @joesmith3012 We all doing gold camping? We can pitch near each other 😂😂,1
@tomsimms89 @arayceehach @LaaurenCunniff @x__chxo @joesmith3012 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Sorry gyms been gyming. What I miss?,1
"@HSBC_UK 

Today's Latest Trending News!
Visit: https://t.co/xLiaqs2UpQ

World's Latest Trending News:https://t.co/hVaFGSKowE

World's Crypto Trending News: 
https://t.co/lhxnoUisk8",1
@santanderukhelp Where can I view the date the payment is due?,0
@tomsimms89 @x__chxo @joesmith3012 @amylouisa543 @LaaurenCunniff @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Well there’s not just someone here now. There’s a good 10 of us I think🤣,1
@tomsimms89 @x__chxo @LaaurenCunniff @joesmith3012 @amylouisa543 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS I can’t cope😂😂😂,1
@x__chxo @LaaurenCunniff @tomsimms89 @joesmith3012 @amylouisa543 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS @TicketmasterCS I hope whoever manages the account today goes to bed and has a disgustingly warm pillow and gets pinkeye🖕🏼,1
@arayceehach @x__chxo @joesmith3012 @amylouisa543 @LaaurenCunniff @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Decent to be fair. They arrange pre meets for loads of gigs and festivals. Get amongst it,1
"@HalifaxBank Done that and still not working, noticed last week that it wasn't working. Gave it until this week but same issue",0
@arayceehach @x__chxo @tomsimms89 @LaaurenCunniff @joesmith3012 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Silveeeeerrrr. We should all just form a riot and force ourself in regardless,1
@arayceehach @tomsimms89 @LaaurenCunniff @x__chxo @joesmith3012 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Oooh me please🙋‍♀️Who do I send my number to?,1
Quick shout out to Lauren &amp; David from @monzo for sorting me out 🙌🏻,1
A simple way to show some practical support through @RevolutApp #Revolut @irishredcross #ukraine https://t.co/rIGewPETel,1
@RevolutApp Everything has locked since 27 Feb.,0
"Another @StarlingBank SCUMBAG F**ks ALERT, DONT USE them, they will FREEZE your account at any time, your money will continue to get paid in, you can’t use, they don’t give you a reason and it’s been 4 weeks now. #STARLINGBANK #SCUMBAGBANKS",0
This has soured my opinion of @RevolutApp. For now I have withdrawn all my funds and won't be using the app in a hurry,0
"@RevolutApp see if I already have the premium space grey card and wanted to upgrade to the metal, can this be done mid plan? I don’t want to be paying for premium then have metal on top of that. Thanks.",0
"@RevolutApp I followed the chargeback process, which is how I know @RevolutApp don't consider it fraudulant.",0
"Also - @RevolutApp are (fair play) matching all donations via their app. So I am doubling all print sale proceeds for Ukraine by going that route. Use my referral link to sign up:

Sign up with my link below: https://t.co/zbhCANalrI",1
@arayceehach @amylouisa543 @tomsimms89 @x__chxo @joesmith3012 @JeniAGill @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS Who we sending numbers to?? You gal??,1
@tranter_lee Terrible exchange rate and easy to lose.  Get a charge card like @RevolutApp,0
@LaaurenCunniff @amylouisa543 @arayceehach @tomsimms89 @x__chxo @joesmith3012 @lottiemae2003 @Creamfields @TicketmasterUK @LloydsBank @BarclaysUK @TicketmasterCS anyone got anywhere or we given up for the evening 😋,1
"From today's @CFO_org San Francisco #PredictionsPanel
let's vote for the coming #finance trend for 2022. Our
winning #CFO will be crowned the San Francisco #CFOpsychic with https://t.co/bPUaPTCA8B 
https://t.co/s12WDO5OYw 
@turingcom @RevolutApp @ilfornaionline",1
@HalifaxBank I've called you twice today as you've blocked my card. I was told the wait time was 30 mins and 50 mins respectively. That's ridiculous. I need to get my card unblocked please!,0
"@NatWest_Help @pohare551 Come on Natwest, sort it out. Ridiculous that you haven't sorted out the account nickname function yet!",0
@HSBC_UK where has my credit card gone off my online banking?,0
"@RevolutApp I lost my glow in the dark card today, I terminated and ordered a new one , only to find out you have stopped that design ? Please help.",0
"And the winners of the always hotly contested Corporate Law Firm of the Year Award, sponsored by @HSBC_UK, are @mills_selig #NIDeals",1
@CooperativeBank Let’s break that down “customer led ethical policy” what does that even mean,0
@RevolutApp daily cuckoos,0
@LloydsBank Thanks.,1
@santanderukhelp No I was no able.,0
@BarclaysUK I thought phone shops sold phones. Are you going to start selling computers next? Maybe scrap the supermarkets and start selling food as well.,0
@RevolutApp Done,1
